                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200609"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                            model_number                                 star_age                                star_mass                               luminosity                                   radius                           surf_avg_omega                              num_retries                              num_backups 
                                       1                  7.5852787893281029E+003                  9.9999996926760104E-001                  9.1799322639910894E+000                  5.1133918736260409E+000                  0.0000000000000000E+000                                        0                                        0 
                                      10                  1.0589708054515981E+005                  9.9999969981605497E-001                  5.9274362827264282E+000                  4.0450509294253729E+000                  0.0000000000000000E+000                                        0                                        0 
                                      20                  3.2485494684302941E+005                  9.9999940700759116E-001                  3.5951284689753398E+000                  3.1358142368250990E+000                  0.0000000000000000E+000                                        0                                        0 
                                      30                  7.9784574269506300E+005                  9.9999911411308018E-001                  2.1123011781239627E+000                  2.4324422091199636E+000                  0.0000000000000000E+000                                        0                                        0 
                                      40                  1.8496274322149279E+006                  9.9999882248756766E-001                  1.1950479834639651E+000                  1.8906073675603019E+000                  0.0000000000000000E+000                                        0                                        0 
                                      50                  4.7393955306081297E+006                  9.9999849245637706E-001                  6.2362345319759982E-001                  1.4395201690571515E+000                  0.0000000000000000E+000                                        0                                        0 
                                      60                  1.2041160411300963E+007                  9.9999812435732827E-001                  4.2653345901235279E-001                  1.1468373677727752E+000                  0.0000000000000000E+000                                        0                                        0 
                                      70                  2.0055056632179782E+007                  9.9999780391632753E-001                  5.3139507047951751E-001                  1.0531648695762736E+000                  0.0000000000000000E+000                                        0                                        0 
                                      80                  2.6816334812715549E+007                  9.9999744940046664E-001                  7.7644849720401976E-001                  1.0306025674473953E+000                  0.0000000000000000E+000                                        0                                        0 
                                      90                  3.3463303614279184E+007                  9.9999697359308504E-001                  8.9430104112342368E-001                  9.7876547566250849E-001                  0.0000000000000000E+000                                        0                                        0 
                                      95                  4.2868198660857499E+007                  9.9999642300088565E-001                  6.9575809339822581E-001                  8.8530546052183789E-001                  3.2583211747083725E-006                                        0                                        0 
                                     100                  6.6270587103159226E+007                  9.9999527943049771E-001                  6.9552662959185951E-001                  8.8585055693416370E-001                  3.2436867173094397E-006                                        0                                        0 
                                     110                  2.6940463920125979E+008                  9.9998495568852186E-001                  7.2143434243281013E-001                  8.9444207131875531E-001                  3.2135698913513550E-006                                        0                                        0 
                                     120                  1.3667167340218663E+009                  9.9992555942772254E-001                  7.7747955731670926E-001                  9.1673008182315152E-001                  3.1324679759734878E-006                                        0                                        0 
                                     130                  2.7043545556092744E+009                  9.9984478302054114E-001                  8.5238109008631169E-001                  9.4620804803450420E-001                  3.0556007830418430E-006                                        0                                        0 
                                     140                  3.9733867268793998E+009                  9.9975785790414506E-001                  9.3656967276675829E-001                  9.7959774111534936E-001                  2.9675653239900641E-006                                        0                                        0 
                                     147                  4.8152795037390404E+009                  9.9969342022635554E-001                  1.0011503423821879E+000                  1.0056317740098828E+000                  2.9023553893188014E-006                                        0                                        0 
                                     150                  5.1624897886621199E+009                  9.9966501250229989E-001                  1.0300945149774587E+000                  1.0174254678626127E+000                  2.8674546492406313E-006                                        0                                        0 
                                     160                  6.2575195987178974E+009                  9.9956727422172664E-001                  1.1311941583587362E+000                  1.0594098211440495E+000                  2.7513470777848652E-006                                        0                                        0 
                                     170                  7.2383409068282232E+009                  9.9946738546305525E-001                  1.2334310039978633E+000                  1.1041997855160475E+000                  2.6068713920233120E-006                                        0                                        0 
                                     180                  7.9551689826723471E+009                  9.9938554152320358E-001                  1.3175710291856138E+000                  1.1430915845837977E+000                  2.4760947356664925E-006                                        0                                        0 
                                     190                  8.3558424792105379E+009                  9.9933568007088902E-001                  1.3769164228599502E+000                  1.1696010013091436E+000                  2.3933205202866338E-006                                        0                                        0 
                                     200                  8.6775013475180302E+009                  9.9929300437090307E-001                  1.4317617329324241E+000                  1.1939620536965301E+000                  2.3203534208981195E-006                                        0                                        0 
