                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200609"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                            model_number                                 star_age                                star_mass                               luminosity                                   radius                           surf_avg_omega                              num_retries                              num_backups 
                                       1                  7.5852787893281029E+003                  9.9999993853520197E-001                  9.1799323376918096E+000                  5.1133919247616353E+000                  0.0000000000000000E+000                                        0                                        0 
                                      10                  1.0589727685515383E+005                  9.9999939963122175E-001                  5.9274317080988368E+000                  4.0450497172797792E+000                  0.0000000000000000E+000                                        0                                        0 
                                      20                  3.2485585374281951E+005                  9.9999881401321833E-001                  3.5951215125572440E+000                  3.1358118905082355E+000                  0.0000000000000000E+000                                        0                                        0 
                                      30                  7.9784867295502068E+005                  9.9999822822332629E-001                  2.1122943154078335E+000                  2.4324393383602025E+000                  0.0000000000000000E+000                                        0                                        0 
                                      40                  1.8496363351721179E+006                  9.9999764497155141E-001                  1.1950422230221724E+000                  1.8906042933584968E+000                  0.0000000000000000E+000                                        0                                        0 
                                      50                  4.7394260123799201E+006                  9.9999698490841671E-001                  6.2361935851595007E-001                  1.4395171455632769E+000                  0.0000000000000000E+000                                        0                                        0 
                                      60                  1.2041258859202122E+007                  9.9999624870901760E-001                  4.2653063246322193E-001                  1.1468345418194594E+000                  0.0000000000000000E+000                                        0                                        0 
                                      70                  2.0055149327369649E+007                  9.9999560783350694E-001                  5.3144502147051620E-001                  1.0531571640766664E+000                  0.0000000000000000E+000                                        0                                        0 
                                      80                  2.6816226875105266E+007                  9.9999489880997550E-001                  7.7632380165800663E-001                  1.0305855643083803E+000                  0.0000000000000000E+000                                        0                                        0 
                                      90                  3.3463372110247247E+007                  9.9999394721146073E-001                  8.9420545053467082E-001                  9.7880854364959213E-001                  0.0000000000000000E+000                                        0                                        0 
                                      95                  4.2868457361246131E+007                  9.9999284602516192E-001                  6.9574966153429951E-001                  8.8528520289967760E-001                  3.2583851112213228E-006                                        0                                        0 
                                     100                  6.6271319093011655E+007                  9.9999055891425825E-001                  6.9551466705594633E-001                  8.8582902102510885E-001                  3.2437410194210514E-006                                        0                                        0 
                                     110                  2.6940947937036216E+008                  9.9996991226013809E-001                  7.2138560417664577E-001                  8.9440900187002004E-001                  3.2127229579109792E-006                                        0                                        0 
                                     120                  1.3667785692214918E+009                  9.9985114018090848E-001                  7.7720134643674932E-001                  9.1662732617845821E-001                  3.1290487373268917E-006                                        0                                        0 
                                     130                  2.7049209663576818E+009                  9.9968961965078251E-001                  8.5175736298154348E-001                  9.4600031246850902E-001                  3.0500162271437314E-006                                        0                                        0 
                                     140                  3.9749164919853568E+009                  9.9951580828067477E-001                  9.3553043317744677E-001                  9.7926979782088353E-001                  2.9644954835324110E-006                                        0                                        0 
                                     147                  4.8177910434173889E+009                  9.9938695401558975E-001                  9.9977359946453881E-001                  1.0052100480068513E+000                  2.8944891557003261E-006                                        0                                        0 
                                     150                  5.1655068323727388E+009                  9.9933014299709177E-001                  1.0285762538515995E+000                  1.0169567650753393E+000                  2.8618396311899951E-006                                        0                                        0 
                                     160                  6.2626571873757191E+009                  9.9913463059664442E-001                  1.1291717973121731E+000                  1.0588197299092179E+000                  2.7365182119795217E-006                                        0                                        0 
                                     170                  7.2464570185467100E+009                  9.9893464496252671E-001                  1.2309972359246442E+000                  1.1035258159153383E+000                  2.5929635639092963E-006                                        0                                        0 
                                     180                  7.9660062366129255E+009                  9.9877068147143155E-001                  1.3148261645024550E+000                  1.1423346220210071E+000                  2.4606130195850458E-006                                        0                                        0 
                                     190                  8.3677834579695740E+009                  9.9867090194739838E-001                  1.3738750600982628E+000                  1.1688128566265001E+000                  2.3769380806669331E-006                                        0                                        0 
                                     200                  8.6901201192537079E+009                  9.9858556694040024E-001                  1.4284325087555283E+000                  1.1930873514459768E+000                  2.3033930337625425E-006                                        0                                        0 
